0.03785916	0.083201036	-0.049164332	0.15143873	0.012764916	-0.07158075	-0.017045991	-0.05035251	-0.032741457	0.005397994	-0.10133938	-0.00056972326	0.013894567	-0.009937414	0.056966305	0.0070205797
0.022968488	0.054118123	-0.048855614	0.08808597	0.07474105	-0.046991564	0.011134306	-0.026127532	-0.09140139	-0.024025518	-0.048168413	0.008489946	0.0064057214	0.03965002	0.053623047	0.010436799
0.034188163	0.028743748	-0.07326012	0.14059807	0.096489914	-0.061093032	0.038763884	-0.034293864	-0.060318533	0.05288972	-0.09415395	0.0053483015	-0.06557417	-0.010755372	0.008334106	0.009478181
0.010028848	-0.05043158	-0.018847521	0.1270479	0.031739227	-0.1022917	-0.0115491105	-0.017368674	0.021680012	0.04583856	-0.026592018	0.019868808	0.007286804	-0.007293804	0.003704526	0.06465757
-0.0032281356	0.028247448	-0.0654517	0.1315705	0.012290512	-0.055135235	-0.028021058	-0.046988174	-0.015730208	0.008396523	0.0010032943	0.03666443	-0.005080257	0.07203565	0.065823466	0.05233154
0.09906233	0.017038975	-0.09018857	0.06480741	0.07161387	-0.09790132	-0.05127236	0.039430648	-0.00808737	0.0043233642	-0.06714999	0.06189374	-0.028459711	0.016946396	0.000579003	0.0005312343
-0.02207374	0.051539917	-0.07977355	0.16898406	0.036776155	0.04548267	-0.07664054	-0.02605675	-0.08674512	0.068759814	-0.057073724	0.04422287	0.0016579765	-0.00072623603	0.038435332	-0.05137237
0.00655684	0.04626775	-0.0011458095	0.10136693	0.021296842	-0.041687973	0.025340738	-0.03110536	0.0067637013	-0.0117852455	-0.040178087	0.08464145	-0.09204319	0.012754418	0.02701615	0.0018353165
0.090807945	0.068556346	-0.065574884	0.06049596	0.006976941	-0.07808849	-0.040436264	-0.06375696	-0.012715217	0.053125586	-0.027068427	0.021967169	-0.11323026	0.038934622	0.026085423	-0.012152702
0.0048781517	0.019363921	-0.09427656	0.13017634	0.090044685	-0.029816553	0.035562318	-0.060241647	-0.08422382	0.100080416	-0.05745431	0.02288507	-0.071482025	-0.011784157	-0.0068940725	0.057976253
0.010827077	0.036460407	0.0016056928	0.14207001	0.08565402	-0.07451827	0.052461613	0.06504909	-0.10106088	0.0006004703	-0.042398803	-0.035711113	-0.047178034	-0.01284665	0.04816838	-0.019743586
-0.026187282	0.040259007	-0.0440422	0.14233361	0.018745627	-0.02225059	-0.026025357	-0.00034683404	-0.05088306	-0.067629576	-0.04723702	-0.038315296	0.048715442	0.006736138	-0.027246267	0.010067298
0.03767744	0.05182498	0.029182948	0.062835686	-0.015711494	-0.0388869	-0.036836464	-0.010725785	-0.015413476	0.05451009	-0.009225558	-0.055320393	-0.08646107	0.01923424	0.0017617012	-0.011846242
-0.009837699	0.08917028	0.05817455	0.11915852	-0.020754524	0.062950276	0.05019414	0.026265366	-0.025646053	0.07920264	-0.090535745	-0.031164309	0.035359282	0.051254503	-0.0010937204	0.052353285
-0.037795886	-0.01920125	-0.06179875	0.09497101	-0.01870695	-0.06358424	0.02553303	-0.0111370655	-0.050491914	-0.025255354	0.037504446	-0.062406234	-0.06659867	-0.031379	0.06940557	0.041677445
0.03940062	0.047851287	0.042248793	0.07697169	-0.0034226389	-0.027347805	0.0055821845	-0.023637665	-0.046414565	-0.046825856	-0.023078948	-0.0013573471	-0.025847686	0.00677716	0.035418242	-0.00883435
